FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
2008,Granby Jr Sr High Sch,1110505,6,9,1.60%,0,0%,94,16.80%,81,14.40%,48,8.60%,33,5.90%,,
2009,Granby Jr Sr High Sch,1110505,6,5,0.90%,0,0%,98,17.70%,82,14.80%,58,10.50%,24,4.30%,,
2010,Granby Jr Sr High Sch,1110505,6,12,2.20%,2,0.40%,91,16.50%,83,15.10%,58,10.50%,25,4.50%,,
2011,Granby Jr Sr High Sch,1110505,6,13,2.30%,2,0.40%,96,16.90%,94,16.60%,76,13.40%,18,3.20%,,
2012,Granby Jr Sr High School,1110505,6,14,2.50%,2,0.40%,97,17.50%,100,18%,84,15.10%,16,2.90%,,
2013,Granby Jr Sr High School,1110505,6,14,2.80%,4,0.80%,85,16.70%,90,17.70%,65,12.80%,25,4.90%,147,28.90%
2014,Granby Jr Sr High School,1110505,6,16,3.40%,2,0.40%,68,14.50%,127,27.10%,101,21.60%,26,5.60%,162,34.60%
1995,GRANVILLE,1120000,5,2,0.80%,0,0%,43,16.90%,25,9.80%,,,,,,
1996,GRANVILLE,1120000,5,4,1.50%,0,0%,59,21.80%,28,10.30%,,,,,,
1997,GRANVILLE,1120000,5,4,1.60%,0,0%,46,17.80%,37,14.30%,,,,,,
1998,GRANVILLE,1120000,5,0,0%,0,0%,45,17.90%,30,11.90%,,,,,,
1999,Granville,1120000,5,,,,,44,16.80%,,,,,,,,
2000,GRANVILLE,1120000,5,0,0%,0,0%,42,16.40%,24,9.40%,,,,,,
2001,GRANVILLE                     ,1120000,5,0,0%,0,0%,49,19.10%,33,12.80%,,,,,,
2002,Granville,1120000,5,0,0%,0,0%,32,11.90%,38,14.10%,,,,,,
2003,Granville,1120000,5,0,0%,0,0%,31,11.90%,41,15.80%,,,,,,
2004,Granville,1120000,5,0,0%,0,0%,26,10.50%,35,14.10%,,,,,,
2005,Granville,1120000,5,0,0%,0,0%,29,12.10%,32,13.60%,,,,,,
2006,Granville,1120000,5,2,0.80%,1,0.40%,35,13.40%,27,10.50%,,,,,,
2007,Granville,1120000,5,3,1.30%,2,0.90%,26,11.50%,24,10.70%,24,10.70%,,,,
2008,Granville,1120000,5,2,1%,0,0%,31,16%,25,13%,17,8.90%,8,4.20%,,
2009,Granville,1120000,5,2,1.20%,0,0%,26,15.40%,21,12.70%,14,8.40%,7,4.20%,,
2010,Granville,1120000,5,2,1.20%,0,0%,27,16.20%,24,14.70%,21,12.90%,3,1.80%,,
2011,Granville,1120000,5,2,1.30%,0,0%,24,15.70%,24,16.10%,19,12.80%,5,3.40%,,
2012,Granville,1120000,5,2,1.40%,0,0%,19,12.90%,28,19.20%,25,17.10%,3,2.10%,,
1995,GRANVILLE VILLAGE,1120005,6,2,0.80%,0,0%,0,0%,25,9.80%,,,,,,
1996,GRANVILLE VILLAGE,1120005,6,4,1.50%,0,0%,0,0%,28,10.30%,,,,,,
1997,GRANVILLE VILLAGE,1120005,6,4,1.60%,0,0%,0,0%,37,14.30%,,,,,,
1998,GRANVILLE VILLAGE,1120005,6,0,0%,0,0%,0,0%,30,11.90%,,,,,,
1999,Granville Village,1120005,6,,,,,,,,,,,,,,
2000,GRANVILLE VILLAGE,1120005,6,0,0%,0,0%,0,0%,24,9.40%,,,,,,
2001,Granville Village                   ,1120005,6,0,0%,0,0%,0,0%,33,12.80%,,,,,,
2002,Granville Village,1120005,6,0,0%,0,0%,0,0%,38,14.10%,,,,,,
2003,Granville Village,1120005,6,0,0%,0,0%,0,0%,41,15.80%,,,,,,
2004,Granville Village,1120005,6,0,0%,0,0%,26,10.50%,35,14.10%,,,,,,
2005,Granville Village,1120005,6,0,0%,0,0%,25,10.60%,32,13.60%,,,,,,
2006,Granville Village,1120005,6,2,0.80%,1,0.40%,30,11.70%,27,10.50%,,,,,,
2007,Granville Village,1120005,6,3,1.30%,2,0.90%,25,11.10%,24,10.70%,24,10.70%,,,,
2008,Granville Village,1120005,6,2,1%,0,0%,29,15.10%,25,13%,17,8.90%,8,4.20%,,
2009,Granville Village,1120005,6,2,1.20%,0,0%,23,13.90%,21,12.70%,14,8.40%,7,4.20%,,
2010,Granville Village,1120005,6,2,1.20%,0,0%,23,14.10%,24,14.70%,21,12.90%,3,1.80%,,
2011,Granville Village,1120005,6,2,1.30%,0,0%,20,13.40%,24,16.10%,19,12.80%,5,3.40%,,
2012,Granville Village,1120005,6,2,1.40%,0,0%,18,12.30%,28,19.20%,25,17.10%,3,2.10%,,
1995,GREENFIELD,1140000,5,78,3.10%,25,1%,475,18.60%,820,32.10%,,,,,,
1996,GREENFIELD,1140000,5,108,4.30%,36,1.40%,487,19.30%,852,33.80%,,,,,,
1997,GREENFIELD,1140000,5,66,2.60%,29,1.10%,472,18.60%,761,30%,,,,,,
1998,GREENFIELD,1140000,5,113,4.60%,34,1.40%,495,20.20%,769,31.40%,,,,,,
1999,Greenfield,1140000,5,107,4.30%,50,2%,524,21.20%,804,32.60%,,,,,,
2000,GREENFIELD,1140000,5,156,6.40%,40,1.60%,529,21.70%,985,40.50%,,,,,,
2001,GREENFIELD                    ,1140000,5,141,6%,37,1.60%,424,18.20%,847,36.30%,,,,,,
2002,Greenfield,1140000,5,147,6.50%,60,2.60%,338,14.90%,840,37.10%,,,,,,
2003,Greenfield,1140000,5,152,6.80%,86,3.80%,363,16.20%,921,41%,,,,,,
2004,Greenfield,1140000,5,164,7.70%,106,5%,334,15.80%,930,43.90%,,,,,,
2005,Greenfield,1140000,5,103,5.30%,91,4.70%,307,15.60%,970,49.80%,,,,,,
2006,Greenfield,1140000,5,183,9.80%,98,5.30%,303,16.10%,994,53.40%,,,,,,
2007,Greenfield,1140000,5,185,10.20%,75,4.10%,326,17.70%,1004,55.30%,790,43.50%,214,11.80%,,
2008,Greenfield,1140000,5,176,10.30%,65,3.80%,336,19.40%,950,55.60%,764,44.70%,186,10.90%,,
2009,Greenfield,1140000,5,191,12.50%,52,3.40%,305,19.70%,945,61.90%,808,52.90%,137,9%,,
2003,Greenfield Middle,1140305,6,38,6.30%,20,3.30%,0,0%,229,38%,,,,,,
2010,Greenfield,1140000,5,168,11.20%,54,3.60%,304,20%,933,62.40%,808,54%,125,8.40%,,
2011,Greenfield,1140000,5,160,8.90%,61,3.40%,335,18.50%,995,55.60%,866,48.40%,129,7.20%,,
2012,Greenfield,1140000,5,159,7.50%,58,2.70%,319,14.90%,926,43.80%,818,38.70%,108,5.10%,,
2013,Greenfield,1140000,5,144,6.70%,45,2.10%,382,17.50%,1248,58.20%,1086,50.60%,162,7.50%,1394,63.90%
2014,Greenfield,1140000,5,155,8.90%,61,3.50%,319,18%,1036,59.80%,918,53%,118,6.80%,1151,65.10%
1996,CONWAY STREET SCHOOL,1140003,6,2,8%,0,0%,0,0%,15,60%,,,,,,
1997,CONWAY STREET SCHOOL,1140003,6,2,8.30%,0,0%,0,0%,6,25%,,,,,,
1998,CONWAY STREET SCHOOL,1140003,6,1,4.80%,0,0%,0,0%,8,38.10%,,,,,,
1999,Conway Street School,1140003,6,,,,,,,,,,,,,,
2000,CONWAY STREET SCHOOL,1140003,6,4,8.30%,0,0%,0,0%,14,29.20%,,,,,,
2001,Conway Street School                ,1140003,6,3,6.50%,0,0%,0,0%,23,50%,,,,,,
2007,The Academy for Learning at North Parish,1140005,6,5,5.70%,4,4.60%,23,26.40%,61,70.10%,52,59.80%,9,10.30%,,
2008,The Academy for Learning at North Parish,1140005,6,7,7.80%,5,5.60%,24,26.70%,59,65.60%,53,58.90%,6,6.70%,,
2009,The Academy of Early Learning at North Parish,1140005,6,5,10.20%,0,0%,16,32.70%,21,42.90%,18,36.70%,3,6.10%,,
2010,The Academy of Early Learning at North Parish,1140005,6,2,2.70%,0,0%,22,29.30%,28,37.30%,24,32%,4,5.30%,,
2011,The Academy of Early Learning at North Parish,1140005,6,0,0%,0,0%,28,32.90%,30,35.30%,23,27.10%,7,8.20%,,
2012,The Academy of Early Learning at North Parish,1140005,6,0,0%,0,0%,22,21.80%,42,41.60%,32,31.70%,10,9.90%,,
2013,The Academy of Early Learning at North Parish,1140005,6,0,0%,0,0%,37,36.60%,54,53.50%,51,50.50%,3,3%,67,66.30%
2014,The Academy of Early Learning at North Parish,1140005,6,0,0%,0,0%,39,35.10%,71,64%,64,57.70%,7,6.30%,80,72.10%
1995,FEDERAL,1140010,6,6,1.40%,3,0.70%,0,0%,161,37.50%,,,,,,
1996,FEDERAL,1140010,6,16,3.70%,0,0%,0,0%,142,32.60%,,,,,,
1997,FEDERAL,1140010,6,1,0.20%,0,0%,0,0%,166,39.80%,,,,,,
1998,FEDERAL,1140010,6,16,4.50%,0,0%,0,0%,141,39.90%,,,,,,
1999,Federal,1140010,6,22,5.30%,,,,,158,37.70%,,,,,,
2000,FEDERAL,1140010,6,13,3.10%,0,0%,0,0%,164,38.60%,,,,,,
2001,Federal                             ,1140010,6,11,2.70%,0,0%,0,0%,164,40.20%,,,,,,
2002,Federal,1140010,6,10,3.10%,0,0%,0,0%,112,34.70%,,,,,,
2003,Federal,1140010,6,13,4.10%,5,1.60%,0,0%,140,43.80%,,,,,,
2004,Federal,1140010,6,11,3.80%,7,2.40%,41,14%,126,43.20%,,,,,,
2005,Federal,1140010,6,9,3.60%,9,3.60%,34,13.80%,119,48.20%,,,,,,
2006,Federal,1140010,6,19,7.70%,11,4.50%,33,13.40%,121,49%,,,,,,
2007,Federal,1140010,6,21,8.10%,12,4.70%,35,13.60%,134,51.90%,106,41.10%,28,10.90%,,
2008,Federal,1140010,6,15,6%,8,3.20%,34,13.50%,146,57.90%,117,46.40%,29,11.50%,,
2009,Federal,1140010,6,34,9.80%,15,4.30%,59,17%,224,64.60%,191,55%,33,9.50%,,
2010,Federal,1140010,6,15,7.30%,10,4.90%,37,18%,150,72.80%,140,68%,10,4.90%,,
2011,Federal,1140010,6,19,9.30%,15,7.30%,41,20%,159,77.60%,148,72.20%,11,5.40%,,
2012,Federal,1140010,6,14,7%,10,5%,39,19.40%,130,64.70%,114,56.70%,16,8%,,
2013,Federal,1140010,6,10,5.60%,7,3.90%,25,14%,131,73.60%,121,68%,10,5.60%,135,75.80%
2014,Federal Street School,1140010,6,6,3.10%,6,3.10%,27,14.10%,131,68.20%,118,61.50%,13,6.80%,136,70.80%
1995,FOUR CORNERS,1140025,6,18,5.70%,0,0%,0,0%,139,44.30%,,,,,,
1996,FOUR CORNERS,1140025,6,21,7.20%,2,0.70%,0,0%,123,42%,,,,,,
1997,FOUR CORNERS,1140025,6,12,4.40%,2,0.70%,0,0%,112,40.70%,,,,,,
1998,FOUR CORNERS,1140025,6,27,9.20%,6,2%,0,0%,123,41.80%,,,,,,
1999,Four Corners,1140025,6,24,7.50%,9,2.80%,,,141,43.90%,,,,,,
2000,FOUR CORNERS,1140025,6,32,10.10%,7,2.20%,0,0%,139,44%,,,,,,
2001,Four Corners                        ,1140025,6,30,10.10%,12,4%,0,0%,127,42.60%,,,,,,
2002,Four Corners,1140025,6,23,9.10%,8,3.20%,0,0%,110,43.70%,,,,,,
2003,Four Corners,1140025,6,11,4.60%,6,2.50%,0,0%,113,46.90%,,,,,,
2004,Four Corners,1140025,6,21,8.60%,17,7%,50,20.60%,115,47.30%,,,,,,
2005,Four Corners,1140025,6,17,7.60%,15,6.70%,40,17.80%,116,51.60%,,,,,,
2006,Four Corners,1140025,6,24,10.40%,18,7.80%,35,15.20%,138,60%,,,,,,
2007,Four Corners,1140025,6,28,10.60%,10,3.80%,48,18.30%,144,54.80%,118,44.90%,26,9.90%,,
2008,Four Corners,1140025,6,20,8.90%,9,4%,42,18.80%,109,48.70%,92,41.10%,17,7.60%,,
2010,Four Corners,1140025,6,7,6.50%,3,2.80%,19,17.80%,56,52.30%,42,39.30%,14,13.10%,,
2011,Four Corners,1140025,6,6,3.70%,2,1.20%,19,11.70%,70,43.20%,52,32.10%,18,11.10%,,
2012,Four Corners,1140025,6,10,5.80%,9,5.20%,17,9.80%,56,32.40%,49,28.30%,7,4%,,
2013,Four Corners,1140025,6,10,4.70%,9,4.30%,27,12.80%,81,38.40%,69,32.70%,12,5.70%,93,44.10%
2014,Discovery School at Four Corners,1140025,6,11,4.90%,11,4.90%,18,8%,83,37.10%,65,29%,18,8%,95,42.40%
1995,GREEN RIVER,1140030,6,2,1.40%,2,1.40%,0,0%,84,58.70%,,,,,,
1996,GREEN RIVER,1140030,6,2,1.20%,2,1.20%,0,0%,109,66.50%,,,,,,
1997,GREEN RIVER,1140030,6,3,2%,3,2%,0,0%,94,62.70%,,,,,,
1998,GREEN RIVER,1140030,6,3,2.30%,3,2.30%,0,0%,69,53.10%,,,,,,
1999,Green River,1140030,6,1,0.60%,,,,,53,33.80%,,,,,,
2000,GREEN RIVER,1140030,6,3,1.80%,3,1.80%,0,0%,72,42.10%,,,,,,
2001,Green River                         ,1140030,6,3,1.90%,0,0%,0,0%,80,51.60%,,,,,,
2002,Green River,1140030,6,2,1.40%,0,0%,0,0%,63,44.40%,,,,,,
2003,Green River,1140030,6,3,2%,0,0%,0,0%,73,49.70%,,,,,,
2004,Green River,1140030,6,3,1.90%,0,0%,22,13.90%,76,48.10%,,,,,,
2005,Green River,1140030,6,0,0%,0,0%,28,19.40%,78,54.20%,,,,,,
2006,Green River,1140030,6,3,2.30%,1,0.80%,23,18%,69,53.90%,,,,,,
2007,Green River,1140030,6,4,3.10%,1,0.80%,29,22.50%,82,63.60%,62,48.10%,20,15.50%,,
2013,Green River,1140030,6,0,0%,0,0%,8,100%,5,62.50%,4,50%,1,12.50%,8,100%
2014,Green River,1140030,6,0,0%,0,0%,8,100%,4,50%,2,25%,2,25%,8,100%
1995,NEWTON SCHOOL,1140035,6,6,2.10%,0,0%,0,0%,109,38%,,,,,,
1996,NEWTON SCHOOL,1140035,6,16,6%,7,2.60%,0,0%,118,44.20%,,,,,,
1997,NEWTON SCHOOL,1140035,6,11,4.10%,2,0.70%,0,0%,119,43.90%,,,,,,
1998,NEWTON SCHOOL,1140035,6,9,3.30%,0,0%,0,0%,121,44.60%,,,,,,
1999,Newton School,1140035,6,4,1.30%,,,,,136,43.90%,,,,,,
2001,Newton School                       ,1140035,6,14,4.70%,0,0%,0,0%,156,52.70%,,,,,,
2002,Newton School,1140035,6,23,10%,7,3%,0,0%,135,58.40%,,,,,,
2003,Newton School,1140035,6,21,9.20%,7,3.10%,0,0%,135,59%,,,,,,
2004,Newton School,1140035,6,14,7.10%,11,5.60%,37,18.90%,124,63.30%,,,,,,
2005,Newton School,1140035,6,7,3.80%,7,3.80%,28,15.40%,124,68.10%,,,,,,
2006,Newton School,1140035,6,12,6.40%,2,1.10%,30,16%,129,68.60%,,,,,,
2007,Newton School,1140035,6,26,13.30%,16,8.20%,33,16.90%,144,73.80%,120,61.50%,24,12.30%,,
2008,Newton School,1140035,6,22,11.20%,12,6.10%,49,25%,148,75.50%,118,60.20%,30,15.30%,,
2009,Newton School,1140035,6,22,11.90%,11,5.90%,34,18.40%,118,63.80%,105,56.80%,13,7%,,
2010,Newton School,1140035,6,18,10%,12,6.70%,24,13.30%,119,66.10%,109,60.60%,10,5.60%,,
2011,Newton School,1140035,6,12,6.10%,8,4.10%,33,16.80%,136,69%,125,63.50%,11,5.60%,,
2012,Newton School,1140035,6,18,8.40%,12,5.60%,28,13.10%,147,68.70%,141,65.90%,6,2.80%,,
2013,Newton School,1140035,6,14,6.70%,11,5.20%,25,11.90%,151,71.90%,142,67.60%,9,4.30%,158,75.20%
2014,Newton School,1140035,6,19,8.70%,19,8.70%,15,6.90%,171,78.40%,158,72.50%,13,6%,177,81.20%
1995,NORTH PARISH,1140040,6,13,9.20%,5,3.50%,0,0%,92,65.20%,,,,,,
1996,NORTH PARISH,1140040,6,11,7.80%,5,3.50%,0,0%,74,52.50%,,,,,,
1997,NORTH PARISH,1140040,6,7,5.40%,7,5.40%,0,0%,0,0%,,,,,,
1998,NORTH PARISH,1140040,6,16,11%,7,4.80%,0,0%,73,50.30%,,,,,,
1999,North Parish,1140040,6,25,14.40%,21,12.10%,,,96,55.20%,,,,,,
2000,NORTH PARISH,1140040,6,18,12.60%,5,3.50%,0,0%,76,53.10%,,,,,,
2001,North Parish                        ,1140040,6,5,4.10%,1,0.80%,0,0%,67,54.90%,,,,,,
2002,North Parish,1140040,6,23,18.30%,17,13.50%,0,0%,84,66.70%,,,,,,
2003,North Parish,1140040,6,22,17.60%,21,16.80%,0,0%,76,60.80%,,,,,,
2004,North Parish,1140040,6,25,21.40%,20,17.10%,14,12%,80,68.40%,,,,,,
2005,North Parish,1140040,6,25,20.50%,23,18.90%,8,6.60%,87,71.30%,,,,,,
2006,North Parish,1140040,6,27,22.30%,18,14.90%,17,14%,87,71.90%,,,,,,
2006,Poet Seat,1140045,6,0,0%,0,0%,14,93.30%,11,73.30%,,,,,,
2007,Poet Seat,1140045,6,0,0%,0,0%,7,63.60%,9,81.80%,9,81.80%,,,,
2008,Poet Seat,1140045,6,3,16.70%,0,0%,16,88.90%,13,72.20%,12,66.70%,1,5.60%,,
2009,Poet Seat,1140045,6,0,0%,0,0%,23,100%,19,82.60%,19,82.60%,0,0%,,
2010,Poet Seat,1140045,6,1,5%,0,0%,20,100%,18,90%,17,85%,1,5%,,
1995,GREENFIELD MIDDLE,1140305,6,27,4.20%,12,1.90%,0,0%,149,23.20%,,,,,,
1996,GREENFIELD MIDDLE,1140305,6,31,5%,18,2.90%,0,0%,187,29.90%,,,,,,
1997,GREENFIELD MIDDLE,1140305,6,16,2.50%,6,0.90%,0,0%,182,28.30%,,,,,,
1998,GREENFIELD MIDDLE,1140305,6,24,3.90%,10,1.60%,0,0%,151,24.60%,,,,,,
1999,Greenfield Middle,1140305,6,10,2.40%,10,2.40%,,,108,25.70%,,,,,,
2000,GREENFIELD MIDDLE,1140305,6,29,7.40%,6,1.50%,0,0%,242,61.40%,,,,,,
2001,Greenfield Middle                   ,1140305,6,22,5.60%,7,1.80%,0,0%,132,33.80%,,,,,,
2002,Greenfield Middle,1140305,6,36,6.10%,10,1.70%,0,0%,204,34.50%,,,,,,
2004,Greenfield Middle,1140305,6,41,7.70%,24,4.50%,88,16.50%,226,42.50%,,,,,,
2005,Greenfield Middle,1140305,6,24,5%,16,3.30%,79,16.40%,241,50%,,,,,,
2006,Greenfield Middle,1140305,6,45,10.30%,20,4.60%,79,18.10%,236,54%,,,,,,
2007,Greenfield Middle,1140305,6,44,11.40%,15,3.90%,71,18.40%,211,54.80%,161,41.80%,50,13%,,
2008,Greenfield Middle,1140305,6,57,11.40%,18,3.60%,92,18.40%,280,56.10%,220,44.10%,60,12%,,
2009,Greenfield Middle,1140305,6,66,12.50%,13,2.50%,102,19.20%,352,66.40%,301,56.80%,51,9.60%,,
2010,Greenfield Middle,1140305,6,56,12.80%,15,3.40%,80,18.30%,289,66.10%,253,57.90%,36,8.20%,,
2011,Greenfield Middle,1140305,6,55,12.50%,21,4.80%,85,19.30%,305,69.20%,272,61.70%,33,7.50%,,
2012,Greenfield Middle,1140305,6,46,10%,12,2.60%,91,19.70%,275,59.70%,243,52.70%,32,6.90%,,
2013,Greenfield Middle,1140305,6,40,8.60%,7,1.50%,112,24%,289,62%,259,55.60%,30,6.40%,316,67.80%
2014,Greenfield Middle,1140305,6,49,10%,10,2%,86,17.50%,296,60.30%,272,55.40%,24,4.90%,311,63.30%
1995,GREENFIELD HIGH,1140505,6,6,1%,3,0.50%,0,0%,86,14.40%,,,,,,
1996,GREENFIELD HIGH,1140505,6,9,1.60%,2,0.40%,0,0%,84,14.80%,,,,,,
1997,GREENFIELD HIGH,1140505,6,14,2.20%,9,1.40%,0,0%,82,13.10%,,,,,,
1998,GREENFIELD HIGH,1140505,6,17,2.70%,8,1.30%,0,0%,83,13.30%,,,,,,
1999,Greenfield High,1140505,6,19,3.10%,8,1.30%,,,102,16.40%,,,,,,
2000,GREENFIELD HIGH,1140505,6,42,6.60%,14,2.20%,0,0%,113,17.90%,,,,,,
2001,Greenfield High                     ,1140505,6,53,8.60%,17,2.80%,0,0%,98,15.90%,,,,,,
2002,Greenfield High,1140505,6,30,5%,18,3%,0,0%,132,22%,,,,,,
2003,Greenfield High,1140505,6,44,7.60%,27,4.70%,0,0%,155,26.80%,,,,,,
2004,Greenfield High,1140505,6,49,8.40%,27,4.60%,82,14.10%,183,31.40%,,,,,,
2005,Greenfield High,1140505,6,21,3.80%,21,3.80%,64,11.70%,205,37.50%,,,,,,
2006,Greenfield High,1140505,6,53,10.70%,28,5.70%,54,10.90%,203,41%,,,,,,
2007,Greenfield High,1140505,6,57,11.70%,17,3.50%,57,11.70%,219,44.80%,162,33.10%,57,11.70%,,
2008,Greenfield High,1140505,6,52,12.10%,13,3%,55,12.80%,195,45.50%,152,35.40%,43,10%,,
2009,Greenfield High,1140505,6,64,16.30%,13,3.30%,47,12%,211,53.70%,174,44.30%,37,9.40%,,
2010,Greenfield High,1140505,6,69,14.60%,14,3%,76,16.10%,273,58%,223,47.30%,50,10.60%,,
2011,Greenfield High,1140505,6,67,13.90%,15,3.10%,102,21.10%,295,61.10%,246,50.90%,49,10.10%,,
2012,Greenfield High,1140505,6,71,14.90%,15,3.10%,87,18.20%,276,57.70%,239,50%,37,7.70%,,
2013,Greenfield High,1140505,6,70,14%,11,2.20%,98,19.60%,305,61.10%,258,51.70%,47,9.40%,337,67.50%
2014,Greenfield High,1140505,6,70,14.30%,15,3.10%,92,18.80%,280,57.30%,239,48.90%,41,8.40%,310,63.40%
2011,MAVA @ Greenfield,1140900,6,1,0.50%,0,0%,2,0.90%,0,0%,0,0%,0,0%,,
2012,MAVA @ Greenfield,1140900,6,0,0%,0,0%,1,0.20%,0,0%,0,0%,0,0%,,
2013,Massachusetts Virtual Academy at Greenfield,1140900,6,0,0%,0,0%,16,3.40%,232,49%,182,38.50%,50,10.60%,246,52%
1995,HADLEY,1170000,5,16,2.60%,2,0.30%,78,12.50%,56,9%,,,,,,
1996,HADLEY,1170000,5,18,2.80%,3,0.50%,88,13.60%,63,9.80%,,,,,,
1997,HADLEY,1170000,5,23,3.60%,1,0.20%,85,13.20%,41,6.40%,,,,,,
1998,HADLEY,1170000,5,22,3.30%,4,0.60%,80,12.10%,50,7.50%,,,,,,
1999,Hadley,1170000,5,31,4.70%,12,1.80%,76,11.50%,46,6.90%,,,,,,
2000,HADLEY,1170000,5,26,3.90%,2,0.30%,82,12.30%,70,10.50%,,,,,,
2001,HADLEY                        ,1170000,5,16,2.40%,0,0%,77,11.70%,58,8.80%,,,,,,
2002,Hadley,1170000,5,13,2.10%,0,0%,70,11%,51,8%,,,,,,
2003,Hadley,1170000,5,14,2.20%,0,0%,65,10.30%,49,7.70%,,,,,,
2004,Hadley,1170000,5,5,0.80%,2,0.30%,56,8.60%,62,9.60%,,,,,,
2005,Hadley,1170000,5,11,1.70%,9,1.40%,52,8%,74,11.50%,,,,,,
2006,Hadley,1170000,5,15,2.40%,3,0.50%,61,9.50%,78,12.30%,,,,,,
2007,Hadley,1170000,5,22,3.40%,5,0.80%,74,11.30%,78,12%,62,9.50%,16,2.50%,,
2008,Hadley,1170000,5,25,3.80%,8,1.20%,77,11.70%,91,13.90%,70,10.70%,21,3.20%,,
2009,Hadley,1170000,5,24,3.60%,10,1.50%,83,12.20%,109,16.20%,92,13.70%,17,2.50%,,
2010,Hadley,1170000,5,31,4.30%,16,2.20%,80,11.10%,121,16.90%,107,15%,14,2%,,
2011,Hadley,1170000,5,35,4.90%,18,2.50%,95,13.20%,119,16.80%,106,14.90%,13,1.80%,,
2012,Hadley,1170000,5,35,5%,18,2.60%,80,11.30%,117,16.70%,100,14.30%,17,2.40%,,
2013,Hadley,1170000,5,38,5.70%,21,3.20%,74,11.10%,118,17.90%,100,15.10%,18,2.70%,170,25.60%
2014,Hadley,1170000,5,38,6.10%,21,3.40%,66,10.50%,105,16.90%,84,13.50%,21,3.40%,156,24.90%
1995,HOOKER,1170005,,11,3.90%,0,0%,0,0%,25,8.90%,,,,,,
1996,HOOKER,1170005,,9,3.10%,1,0.30%,0,0%,32,11.10%,,,,,,
1995,RUSSELL,1170010,,4,3.40%,2,1.70%,0,0%,16,13.40%,,,,,,
1996,RUSSELL,1170010,,7,6.80%,2,1.90%,0,0%,14,13.60%,,,,,,
1997,HADLEY ELEM,1170015,6,15,4%,1,0.30%,0,0%,27,7.20%,,,,,,
1998,HADLEY ELEM,1170015,6,21,5.30%,4,1%,0,0%,28,7.10%,,,,,,
1999,Hadley Elem,1170015,6,28,7.30%,12,3.10%,,,21,5.50%,,,,,,
2000,HADLEY ELEM,1170015,6,22,5.70%,2,0.50%,0,0%,46,11.90%,,,,,,
2001,Hadley Elem                         ,1170015,6,7,1.80%,0,0%,0,0%,35,8.90%,,,,,,
2002,Hadley Elem,1170015,6,7,1.60%,0,0%,0,0%,38,8.80%,,,,,,
2003,Hadley Elem,1170015,6,4,1.10%,0,0%,0,0%,28,7.40%,,,,,,
2004,Hadley Elem,1170015,6,5,1.30%,2,0.50%,22,5.70%,38,9.80%,,,,,,
2005,Hadley Elem,1170015,6,11,2.80%,9,2.30%,20,5.20%,52,13.50%,,,,,,
2006,Hadley Elem,1170015,6,7,1.80%,3,0.80%,35,9.10%,55,14.30%,,,,,,
2007,Hadley Elem,1170015,6,13,3.40%,4,1%,39,10.20%,55,14.40%,45,11.70%,10,2.60%,,
2008,Hadley Elem,1170015,6,17,4.50%,8,2.10%,38,10.10%,60,15.90%,50,13.20%,10,2.60%,,
2009,Hadley Elem,1170015,6,16,4.20%,8,2.10%,39,10.30%,68,17.90%,58,15.30%,10,2.60%,,
2010,Hadley Elem,1170015,6,20,4.90%,11,2.70%,37,9%,70,17.10%,62,15.10%,8,2%,,
2011,Hadley Elem,1170015,6,25,6.30%,10,2.50%,45,11.30%,69,17.40%,59,14.90%,10,2.50%,,
2012,Hadley Elementary,1170015,6,24,6%,13,3.30%,42,10.50%,70,17.50%,61,15.30%,9,2.30%,,
2013,Hadley Elementary,1170015,6,29,7.60%,15,3.90%,42,11%,66,17.20%,60,15.70%,6,1.60%,95,24.80%
2014,Hadley Elementary,1170015,6,23,6.60%,10,2.90%,38,11%,52,15%,43,12.40%,9,2.60%,82,23.70%
1995,HOPKINS ACADEMY,1170505,6,1,0.40%,0,0%,0,0%,15,6.70%,,,,,,
1996,HOPKINS ACADEMY,1170505,6,2,0.80%,0,0%,0,0%,17,6.70%,,,,,,
1997,HOPKINS ACADEMY,1170505,6,8,3%,0,0%,0,0%,14,5.20%,,,,,,
1998,HOPKINS ACADEMY,1170505,6,1,0.40%,0,0%,0,0%,22,8.10%,,,,,,
1999,Hopkins Academy,1170505,6,3,1.10%,,,,,25,8.90%,,,,,,
2000,HOPKINS ACADEMY,1170505,6,4,1.40%,0,0%,0,0%,24,8.60%,,,,,,
2001,Hopkins Academy                     ,1170505,6,9,3.40%,0,0%,0,0%,23,8.70%,,,,,,
2002,Hopkins Academy,1170505,6,6,3%,0,0%,0,0%,13,6.50%,,,,,,
2003,Hopkins Academy,1170505,6,10,4%,0,0%,0,0%,21,8.30%,,,,,,
2004,Hopkins Academy,1170505,6,0,0%,0,0%,34,13.10%,24,9.30%,,,,,,
