REC_YEAR,ORG_CODE,SCHOOL,MAT_ID,MAT_ABBREVIATION,MCORE_HS_GRAD,MCORE_COMPL,MCORE_PCT,SORT
2009,3230000,3230505,11,Female,61,61,100%,20
2009,3230000,3230505,10,Male,42,42,100%,30
2009,3230000,3230505,12,High needs,26,26,100%,40
2009,3230000,3230505,9,Low income,20,20,100%,60
2009,3230000,3230505,99,Students w/disabilities,8,8,100%,70
2009,3230000,3230505,90,White,97,97,100%,140
2009,3230000,,5,All Students,105,105,100%,10
2009,3230000,,11,Female,61,61,100%,20
2009,3230000,,10,Male,44,44,100%,30
2009,3230000,,12,High needs,28,28,100%,40
2009,3230000,,9,Low income,20,20,100%,60
2009,3230000,,99,Students w/disabilities,10,10,100%,70
2009,3230000,,90,White,99,99,100%,140
2009,3250000,3250505,5,All Students,360,149,41.4%,10
2009,3250000,3250505,11,Female,178,78,43.8%,20
2009,3250000,3250505,10,Male,182,71,39%,30
2009,3250000,3250505,12,High needs,124,21,16.9%,40
2009,3250000,3250505,95,ELL,10,0,0%,50
2009,3250000,3250505,9,Low income,101,19,18.8%,60
2009,3250000,3250505,99,Students w/disabilities,42,2,4.8%,70
2009,3250000,3250505,87,Afr. Amer./Black,6,2,33.3%,80
2009,3250000,3250505,89,Hispanic/Latino,19,6,31.6%,110
2009,3250000,3250505,90,White,328,140,42.7%,140
2009,3250000,3250605,5,All Students,92,92,100%,10
2009,3250000,3250605,11,Female,34,34,100%,20
2009,3250000,3250605,10,Male,58,58,100%,30
2009,3250000,3250605,12,High needs,64,64,100%,40
2009,3250000,3250605,95,ELL,7,7,100%,50
2009,3250000,3250605,9,Low income,50,50,100%,60
2009,3250000,3250605,99,Students w/disabilities,27,27,100%,70
2009,3250000,3250605,89,Hispanic/Latino,9,9,100%,110
2009,3250000,3250605,90,White,80,80,100%,140
2009,3250000,,5,All Students,452,241,53.3%,10
2009,3250000,,11,Female,212,112,52.8%,20
2009,3250000,,10,Male,240,129,53.8%,30
2009,3250000,,12,High needs,188,85,45.2%,40
2009,3250000,,95,ELL,17,7,41.2%,50
2009,3250000,,9,Low income,151,69,45.7%,60
2009,3250000,,99,Students w/disabilities,69,29,42%,70
2009,3250000,,87,Afr. Amer./Black,7,3,42.9%,80
2009,3250000,,89,Hispanic/Latino,28,15,53.6%,110
2009,3250000,,90,White,408,220,53.9%,140
2009,3260000,3260505,5,All Students,385,385,100%,10
2009,3260000,3260505,11,Female,188,188,100%,20
2009,3260000,3260505,10,Male,197,197,100%,30
2009,3260000,3260505,12,High needs,53,53,100%,40
2009,3260000,3260505,9,Low income,16,16,100%,60
2009,3260000,3260505,99,Students w/disabilities,38,38,100%,70
2009,3260000,3260505,88,Asian,39,39,100%,100
2009,3260000,3260505,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,3260000,3260505,90,White,335,335,100%,140
2009,3260000,,5,All Students,389,389,100%,10
2009,3260000,,11,Female,191,191,100%,20
2009,3260000,,10,Male,198,198,100%,30
2009,3260000,,12,High needs,57,57,100%,40
2009,3260000,,9,Low income,18,18,100%,60
2009,3260000,,99,Students w/disabilities,42,42,100%,70
2009,3260000,,88,Asian,39,39,100%,100
2009,3260000,,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,3260000,,90,White,339,339,100%,140
2009,3300000,3300505,5,All Students,169,161,95.3%,10
2009,3300000,3300505,11,Female,75,71,94.7%,20
2009,3300000,3300505,10,Male,94,90,95.7%,30
2009,3300000,3300505,12,High needs,35,31,88.6%,40
2009,3300000,3300505,9,Low income,8,7,87.5%,60
2009,3300000,3300505,99,Students w/disabilities,31,28,90.3%,70
2009,3300000,3300505,87,Afr. Amer./Black,11,11,100%,80
2009,3300000,3300505,88,Asian,17,17,100%,100
2009,3300000,3300505,92,"Multi-race, Non-Hisp./Lat.",6,5,83.3%,120
2009,3300000,3300505,90,White,132,125,94.7%,140
2009,3300000,,5,All Students,170,161,94.7%,10
2009,3300000,,11,Female,75,71,94.7%,20
2009,3300000,,10,Male,95,90,94.7%,30
2009,3300000,,12,High needs,36,31,86.1%,40
2009,3300000,,9,Low income,8,7,87.5%,60
2009,3300000,,99,Students w/disabilities,32,28,87.5%,70
2009,3300000,,87,Afr. Amer./Black,11,11,100%,80
2009,3300000,,88,Asian,17,17,100%,100
2009,3300000,,92,"Multi-race, Non-Hisp./Lat.",6,5,83.3%,120
2009,3300000,,90,White,133,125,94%,140
2009,3310000,3310505,5,All Students,115,115,100%,10
2009,3310000,3310505,11,Female,69,69,100%,20
2009,3310000,3310505,10,Male,46,46,100%,30
2009,3310000,3310505,12,High needs,42,42,100%,40
2009,3310000,3310505,9,Low income,33,33,100%,60
2009,3310000,3310505,99,Students w/disabilities,16,16,100%,70
2009,3310000,3310505,90,White,113,113,100%,140
2009,3310000,,5,All Students,117,117,100%,10
2009,3310000,,11,Female,70,70,100%,20
2009,3310000,,10,Male,47,47,100%,30
2009,3310000,,12,High needs,44,44,100%,40
2009,3310000,,9,Low income,33,33,100%,60
2009,3310000,,99,Students w/disabilities,18,18,100%,70
2009,3310000,,90,White,115,115,100%,140
2009,3320000,3320505,5,All Students,244,80,32.8%,10
2009,3320000,3320505,11,Female,121,57,47.1%,20
2009,3320000,3320505,10,Male,123,23,18.7%,30
2009,3320000,3320505,12,High needs,104,12,11.5%,40
2009,3320000,3320505,95,ELL,22,0,0%,50
2009,3320000,3320505,9,Low income,96,12,12.5%,60
2009,3320000,3320505,99,Students w/disabilities,31,0,0%,70
2009,3320000,3320505,87,Afr. Amer./Black,10,4,40%,80
2009,3320000,3320505,88,Asian,10,3,30%,100
2009,3320000,3320505,89,Hispanic/Latino,26,4,15.4%,110
2009,3320000,3320505,90,White,195,68,34.9%,140
2009,3320000,,5,All Students,246,80,32.5%,10
2009,3320000,,11,Female,122,57,46.7%,20
2009,3320000,,10,Male,124,23,18.5%,30
2009,3320000,,12,High needs,106,12,11.3%,40
2009,3320000,,95,ELL,22,0,0%,50
2009,3320000,,9,Low income,96,12,12.5%,60
2009,3320000,,99,Students w/disabilities,33,0,0%,70
2009,3320000,,87,Afr. Amer./Black,10,4,40%,80
2009,3320000,,88,Asian,10,3,30%,100
2009,3320000,,89,Hispanic/Latino,26,4,15.4%,110
2009,3320000,,90,White,197,68,34.5%,140
2009,3350000,3350505,5,All Students,208,202,97.1%,10
2009,3350000,3350505,11,Female,107,103,96.3%,20
2009,3350000,3350505,10,Male,101,99,98%,30
2009,3350000,3350505,12,High needs,41,39,95.1%,40
2009,3350000,3350505,9,Low income,14,13,92.9%,60
2009,3350000,3350505,99,Students w/disabilities,30,29,96.7%,70
2009,3350000,3350505,87,Afr. Amer./Black,9,9,100%,80
2009,3350000,3350505,88,Asian,10,10,100%,100
2009,3350000,3350505,90,White,182,177,97.3%,140
2009,3350000,,5,All Students,208,202,97.1%,10
2009,3350000,,11,Female,107,103,96.3%,20
2009,3350000,,10,Male,101,99,98%,30
2009,3350000,,12,High needs,41,39,95.1%,40
2009,3350000,,9,Low income,14,13,92.9%,60
2009,3350000,,99,Students w/disabilities,30,29,96.7%,70
2009,3350000,,87,Afr. Amer./Black,9,9,100%,80
2009,3350000,,88,Asian,10,10,100%,100
2009,3350000,,90,White,182,177,97.3%,140
2009,3360000,3360505,5,All Students,467,83,17.8%,10
2009,3360000,3360505,11,Female,230,44,19.1%,20
2009,3360000,3360505,10,Male,237,39,16.5%,30
2009,3360000,3360505,12,High needs,154,11,7.1%,40
2009,3360000,3360505,95,ELL,8,1,12.5%,50
2009,3360000,3360505,9,Low income,103,7,6.8%,60
2009,3360000,3360505,99,Students w/disabilities,73,3,4.1%,70
2009,3360000,3360505,87,Afr. Amer./Black,20,0,0%,80
2009,3360000,3360505,89,Hispanic/Latino,13,3,23.1%,110
2009,3360000,3360505,90,White,421,76,18.1%,140
2009,3360000,,5,All Students,473,83,17.5%,10
2009,3360000,,11,Female,231,44,19%,20
2009,3360000,,10,Male,242,39,16.1%,30
2009,3360000,,12,High needs,160,11,6.9%,40
2009,3360000,,95,ELL,8,1,12.5%,50
2009,3360000,,9,Low income,104,7,6.7%,60
2009,3360000,,99,Students w/disabilities,79,3,3.8%,70
2009,3360000,,87,Afr. Amer./Black,20,0,0%,80
2009,3360000,,88,Asian,12,4,33.3%,100
2009,3360000,,89,Hispanic/Latino,13,3,23.1%,110
2009,3360000,,90,White,427,76,17.8%,140
2009,3420000,3420505,5,All Students,226,186,82.3%,10
2009,3420000,3420505,11,Female,122,107,87.7%,20
2009,3420000,3420505,10,Male,104,79,76%,30
2009,3420000,3420505,12,High needs,44,28,63.6%,40
2009,3420000,3420505,9,Low income,20,18,90%,60
2009,3420000,3420505,99,Students w/disabilities,25,10,40%,70
2009,3420000,3420505,88,Asian,8,8,100%,100
2009,3420000,3420505,92,"Multi-race, Non-Hisp./Lat.",6,4,66.7%,120
2009,3420000,3420505,90,White,204,169,82.8%,140
2009,3420000,,5,All Students,230,189,82.2%,10
2009,3420000,,11,Female,123,108,87.8%,20
2009,3420000,,10,Male,107,81,75.7%,30
2009,3420000,,12,High needs,48,31,64.6%,40
2009,3420000,,9,Low income,21,19,90.5%,60
2009,3420000,,99,Students w/disabilities,29,13,44.8%,70
2009,3420000,,88,Asian,8,8,100%,100
2009,3420000,,92,"Multi-race, Non-Hisp./Lat.",6,4,66.7%,120
2009,3420000,,90,White,208,172,82.7%,140
2009,3430000,3430505,5,All Students,81,81,100%,10
2009,3430000,3430505,11,Female,44,44,100%,20
2009,3430000,3430505,10,Male,37,37,100%,30
2009,3430000,3430505,12,High needs,36,36,100%,40
2009,3430000,3430505,9,Low income,30,30,100%,60
2009,3430000,3430505,99,Students w/disabilities,13,13,100%,70
2009,3430000,3430505,90,White,75,75,100%,140
2009,3430000,,5,All Students,83,83,100%,10
2009,3430000,,11,Female,44,44,100%,20
2009,3430000,,10,Male,39,39,100%,30
2009,3430000,,12,High needs,38,38,100%,40
2009,3430000,,9,Low income,30,30,100%,60
2009,3430000,,99,Students w/disabilities,15,15,100%,70
2009,3430000,,90,White,77,77,100%,140
2009,3440000,3440505,5,All Students,261,261,100%,10
2009,3440000,3440505,11,Female,142,142,100%,20
2009,3440000,3440505,10,Male,119,119,100%,30
2009,3440000,3440505,12,High needs,45,45,100%,40
2009,3440000,3440505,95,ELL,6,6,100%,50
2009,3440000,3440505,9,Low income,19,19,100%,60
2009,3440000,3440505,99,Students w/disabilities,29,29,100%,70
2009,3440000,3440505,88,Asian,20,20,100%,100
2009,3440000,3440505,89,Hispanic/Latino,7,7,100%,110
2009,3440000,3440505,90,White,225,225,100%,140
2009,3440000,,5,All Students,264,264,100%,10
2009,3440000,,11,Female,143,143,100%,20
2009,3440000,,10,Male,121,121,100%,30
2009,3440000,,12,High needs,48,48,100%,40
2009,3440000,,95,ELL,6,6,100%,50
2009,3440000,,9,Low income,19,19,100%,60
2009,3440000,,99,Students w/disabilities,32,32,100%,70
2009,3440000,,88,Asian,20,20,100%,100
2009,3440000,,89,Hispanic/Latino,7,7,100%,110
2009,3440000,,90,White,228,228,100%,140
2009,3460000,3460505,5,All Students,117,117,100%,10
2009,3460000,3460505,11,Female,69,69,100%,20
2009,3460000,3460505,10,Male,48,48,100%,30
2009,3460000,3460505,12,High needs,38,38,100%,40
2009,3460000,3460505,9,Low income,26,26,100%,60
2009,3460000,3460505,99,Students w/disabilities,14,14,100%,70
2009,3460000,3460505,89,Hispanic/Latino,11,11,100%,110
2009,3460000,3460505,90,White,103,103,100%,140
2009,3460000,,5,All Students,117,117,100%,10
2009,3460000,,11,Female,69,69,100%,20
2009,3460000,,10,Male,48,48,100%,30
2009,3460000,,12,High needs,38,38,100%,40
2009,3460000,,9,Low income,26,26,100%,60
2009,3460000,,99,Students w/disabilities,14,14,100%,70
2009,3460000,,89,Hispanic/Latino,11,11,100%,110
2009,3460000,,90,White,103,103,100%,140
2009,3470000,3470505,5,All Students,306,304,99.3%,10
2009,3470000,3470505,11,Female,153,153,100%,20
2009,3470000,3470505,10,Male,153,151,98.7%,30
2009,3470000,3470505,12,High needs,122,121,99.2%,40
2009,3470000,3470505,95,ELL,20,20,100%,50
2009,3470000,3470505,9,Low income,89,89,100%,60
2009,3470000,3470505,99,Students w/disabilities,45,44,97.8%,70
2009,3470000,3470505,87,Afr. Amer./Black,16,16,100%,80
2009,3470000,3470505,88,Asian,24,24,100%,100
2009,3470000,3470505,89,Hispanic/Latino,23,23,100%,110
2009,3470000,3470505,90,White,243,241,99.2%,140
2009,3470000,,5,All Students,309,304,98.4%,10
2009,3470000,,11,Female,153,153,100%,20
2009,3470000,,10,Male,156,151,96.8%,30
2009,3470000,,12,High needs,125,121,96.8%,40
2009,3470000,,95,ELL,20,20,100%,50
2009,3470000,,9,Low income,90,89,98.9%,60
2009,3470000,,99,Students w/disabilities,48,44,91.7%,70
2009,3470000,,87,Afr. Amer./Black,16,16,100%,80
2009,3470000,,88,Asian,24,24,100%,100
2009,3470000,,89,Hispanic/Latino,23,23,100%,110
2009,3470000,,90,White,246,241,98%,140
2009,3480000,3480285,5,All Students,40,0,0%,10
2009,3480000,3480285,11,Female,22,0,0%,20
2009,3480000,3480285,10,Male,18,0,0%,30
2009,3480000,3480285,12,High needs,34,0,0%,40
2009,3480000,3480285,9,Low income,34,0,0%,60
2009,3480000,3480285,88,Asian,7,0,0%,100
2009,3480000,3480285,89,Hispanic/Latino,16,0,0%,110
2009,3480000,3480285,90,White,11,0,0%,140
2009,3480000,3480350,5,All Students,38,0,0%,10
2009,3480000,3480350,11,Female,21,0,0%,20
2009,3480000,3480350,10,Male,17,0,0%,30
2009,3480000,3480350,12,High needs,35,0,0%,40
2009,3480000,3480350,9,Low income,34,0,0%,60
2009,3480000,3480350,89,Hispanic/Latino,18,0,0%,110
2009,3480000,3480350,90,White,9,0,0%,140
2009,3480000,3480503,5,All Students,283,0,0%,10
2009,3480000,3480503,11,Female,146,0,0%,20
2009,3480000,3480503,10,Male,137,0,0%,30
2009,3480000,3480503,12,High needs,192,0,0%,40
2009,3480000,3480503,95,ELL,30,0,0%,50
2009,3480000,3480503,9,Low income,179,0,0%,60
2009,3480000,3480503,99,Students w/disabilities,50,0,0%,70
2009,3480000,3480503,87,Afr. Amer./Black,56,0,0%,80
2009,3480000,3480503,88,Asian,13,0,0%,100
2009,3480000,3480503,89,Hispanic/Latino,76,0,0%,110
2009,3480000,3480503,90,White,136,0,0%,140
2009,3480000,3480512,5,All Students,370,0,0%,10
2009,3480000,3480512,11,Female,202,0,0%,20
2009,3480000,3480512,10,Male,168,0,0%,30
2009,3480000,3480512,12,High needs,243,0,0%,40
2009,3480000,3480512,95,ELL,37,0,0%,50
2009,3480000,3480512,9,Low income,227,0,0%,60
2009,3480000,3480512,99,Students w/disabilities,58,0,0%,70
2009,3480000,3480512,87,Afr. Amer./Black,59,0,0%,80
2009,3480000,3480512,88,Asian,25,0,0%,100
2009,3480000,3480512,89,Hispanic/Latino,85,0,0%,110
2009,3480000,3480512,90,White,200,0,0%,140
2009,3480000,3480515,5,All Students,247,19,7.7%,10
2009,3480000,3480515,11,Female,115,8,7%,20
2009,3480000,3480515,10,Male,132,11,8.3%,30
2009,3480000,3480515,12,High needs,233,17,7.3%,40
2009,3480000,3480515,95,ELL,38,2,5.3%,50
2009,3480000,3480515,9,Low income,229,17,7.4%,60
2009,3480000,3480515,99,Students w/disabilities,49,0,0%,70
2009,3480000,3480515,87,Afr. Amer./Black,56,5,8.9%,80
2009,3480000,3480515,88,Asian,24,2,8.3%,100
2009,3480000,3480515,89,Hispanic/Latino,88,7,8%,110
2009,3480000,3480515,92,"Multi-race, Non-Hisp./Lat.",8,1,12.5%,120
2009,3480000,3480515,90,White,70,4,5.7%,140
2009,3480000,3480520,5,All Students,299,0,0%,10
2009,3480000,3480520,11,Female,163,0,0%,20
2009,3480000,3480520,10,Male,136,0,0%,30
2009,3480000,3480520,12,High needs,273,0,0%,40
2009,3480000,3480520,95,ELL,60,0,0%,50
2009,3480000,3480520,9,Low income,269,0,0%,60
2009,3480000,3480520,99,Students w/disabilities,38,0,0%,70
2009,3480000,3480520,87,Afr. Amer./Black,54,0,0%,80
2009,3480000,3480520,88,Asian,50,0,0%,100
2009,3480000,3480520,89,Hispanic/Latino,104,0,0%,110
2009,3480000,3480520,90,White,91,0,0%,140
2009,3480000,3480605,5,All Students,258,0,0%,10
2009,3480000,3480605,11,Female,123,0,0%,20
2009,3480000,3480605,10,Male,135,0,0%,30
2009,3480000,3480605,12,High needs,207,0,0%,40
2009,3480000,3480605,95,ELL,6,0,0%,50
2009,3480000,3480605,9,Low income,196,0,0%,60
2009,3480000,3480605,99,Students w/disabilities,41,0,0%,70
2009,3480000,3480605,87,Afr. Amer./Black,19,0,0%,80
2009,3480000,3480605,89,Hispanic/Latino,91,0,0%,110
2009,3480000,3480605,90,White,142,0,0%,140
2009,3480000,,5,All Students,1559,19,1.2%,10
2009,3480000,,11,Female,799,8,1%,20
2009,3480000,,10,Male,760,11,1.4%,30
2009,3480000,,12,High needs,1241,17,1.4%,40
2009,3480000,,95,ELL,176,2,1.1%,50
2009,3480000,,9,Low income,1188,17,1.4%,60
2009,3480000,,99,Students w/disabilities,265,0,0%,70
2009,3480000,,87,Afr. Amer./Black,257,5,1.9%,80
2009,3480000,,88,Asian,126,2,1.6%,100
2009,3480000,,89,Hispanic/Latino,486,7,1.4%,110
2009,3480000,,92,"Multi-race, Non-Hisp./Lat.",15,1,6.7%,120
2009,3480000,,90,White,670,4,0.6%,140
2009,4060000,4060705,5,All Students,117,117,100%,10
2009,4060000,4060705,11,Female,43,43,100%,20
2009,4060000,4060705,10,Male,74,74,100%,30
2009,4060000,4060705,12,High needs,70,70,100%,40
2009,4060000,4060705,9,Low income,53,53,100%,60
2009,4060000,4060705,99,Students w/disabilities,38,38,100%,70
2009,4060000,4060705,89,Hispanic/Latino,11,11,100%,110
2009,4060000,4060705,90,White,104,104,100%,140
2009,4060000,,5,All Students,117,117,100%,10
2009,4060000,,11,Female,43,43,100%,20
2009,4060000,,10,Male,74,74,100%,30
2009,4060000,,12,High needs,70,70,100%,40
2009,4060000,,9,Low income,53,53,100%,60
2009,4060000,,99,Students w/disabilities,38,38,100%,70
2009,4060000,,89,Hispanic/Latino,11,11,100%,110
2009,4060000,,90,White,104,104,100%,140
2009,4120000,4120530,5,All Students,32,32,100%,10
2009,4120000,4120530,11,Female,17,17,100%,20
2009,4120000,4120530,10,Male,15,15,100%,30
2009,4120000,4120530,12,High needs,24,24,100%,40
2009,4120000,4120530,9,Low income,19,19,100%,60
2009,4120000,4120530,99,Students w/disabilities,7,7,100%,70
2009,4120000,4120530,87,Afr. Amer./Black,19,19,100%,80
2009,4120000,4120530,90,White,6,6,100%,140
2009,4120000,,5,All Students,32,32,100%,10
2009,4120000,,11,Female,17,17,100%,20
2009,4120000,,10,Male,15,15,100%,30
2009,4120000,,12,High needs,24,24,100%,40
2009,4120000,,9,Low income,19,19,100%,60
2009,4120000,,99,Students w/disabilities,7,7,100%,70
2009,4120000,,87,Afr. Amer./Black,19,19,100%,80
2009,4120000,,90,White,6,6,100%,140
2009,4130000,4130505,5,All Students,28,28,100%,10
2009,4130000,4130505,11,Female,12,12,100%,20
2009,4130000,4130505,10,Male,16,16,100%,30
2009,4130000,4130505,12,High needs,18,18,100%,40
2009,4130000,4130505,9,Low income,12,12,100%,60
2009,4130000,4130505,99,Students w/disabilities,9,9,100%,70
2009,4130000,4130505,90,White,28,28,100%,140
2009,4130000,,5,All Students,28,28,100%,10
2009,4130000,,11,Female,12,12,100%,20
2009,4130000,,10,Male,16,16,100%,30
2009,4130000,,12,High needs,18,18,100%,40
2009,4130000,,9,Low income,12,12,100%,60
2009,4130000,,99,Students w/disabilities,9,9,100%,70
2009,4130000,,90,White,28,28,100%,140
2009,4140000,4140305,5,All Students,12,12,100%,10
2009,4140000,4140305,11,Female,11,11,100%,20
2009,4140000,4140305,12,High needs,11,11,100%,40
2009,4140000,4140305,9,Low income,11,11,100%,60
2009,4140000,4140305,90,White,12,12,100%,140
2009,4140000,,5,All Students,12,12,100%,10
2009,4140000,,11,Female,11,11,100%,20
2009,4140000,,12,High needs,11,11,100%,40
2009,4140000,,9,Low income,11,11,100%,60
2009,4140000,,90,White,12,12,100%,140
2009,4150000,4150505,5,All Students,12,12,100%,10
2009,4150000,4150505,10,Male,7,7,100%,30
2009,4150000,4150505,12,High needs,10,10,100%,40
2009,4150000,4150505,9,Low income,7,7,100%,60
2009,4150000,4150505,90,White,12,12,100%,140
2009,4150000,,5,All Students,12,12,100%,10
2009,4150000,,10,Male,7,7,100%,30
2009,4150000,,12,High needs,10,10,100%,40
2009,4150000,,9,Low income,7,7,100%,60
2009,4150000,,90,White,12,12,100%,140
2009,4240000,4240505,5,All Students,79,79,100%,10
2009,4240000,4240505,11,Female,50,50,100%,20
2009,4240000,4240505,10,Male,29,29,100%,30
2009,4240000,4240505,12,High needs,79,79,100%,40
2009,4240000,4240505,9,Low income,79,79,100%,60
2009,4240000,4240505,99,Students w/disabilities,14,14,100%,70
2009,4240000,4240505,87,Afr. Amer./Black,51,51,100%,80
2009,4240000,4240505,89,Hispanic/Latino,19,19,100%,110
2009,4240000,4240505,90,White,6,6,100%,140
2009,4240000,,5,All Students,79,79,100%,10
2009,4240000,,11,Female,50,50,100%,20
2009,4240000,,10,Male,29,29,100%,30
2009,4240000,,12,High needs,79,79,100%,40
2009,4240000,,9,Low income,79,79,100%,60
2009,4240000,,99,Students w/disabilities,14,14,100%,70
2009,4240000,,87,Afr. Amer./Black,51,51,100%,80
2009,4240000,,89,Hispanic/Latino,19,19,100%,110
2009,4240000,,90,White,6,6,100%,140
2009,4360000,4360305,5,All Students,21,21,100%,10
2009,4360000,4360305,11,Female,11,11,100%,20
2009,4360000,4360305,10,Male,10,10,100%,30
2009,4360000,4360305,12,High needs,21,21,100%,40
2009,4360000,4360305,9,Low income,17,17,100%,60
2009,4360000,4360305,99,Students w/disabilities,7,7,100%,70
2009,4360000,4360305,87,Afr. Amer./Black,14,14,100%,80
2009,4360000,,5,All Students,21,21,100%,10
2009,4360000,,11,Female,11,11,100%,20
2009,4360000,,10,Male,10,10,100%,30
2009,4360000,,12,High needs,21,21,100%,40
2009,4360000,,9,Low income,17,17,100%,60
2009,4360000,,99,Students w/disabilities,7,7,100%,70
2009,4360000,,87,Afr. Amer./Black,14,14,100%,80
2009,4370000,4370505,5,All Students,33,33,100%,10
2009,4370000,4370505,11,Female,18,18,100%,20
2009,4370000,4370505,10,Male,15,15,100%,30
2009,4370000,4370505,12,High needs,25,25,100%,40
2009,4370000,4370505,9,Low income,25,25,100%,60
2009,4370000,4370505,87,Afr. Amer./Black,23,23,100%,80
2009,4370000,4370505,89,Hispanic/Latino,7,7,100%,110
2009,4370000,,5,All Students,33,33,100%,10
2009,4370000,,11,Female,18,18,100%,20
2009,4370000,,10,Male,15,15,100%,30
2009,4370000,,12,High needs,25,25,100%,40
2009,4370000,,9,Low income,25,25,100%,60
2009,4370000,,87,Afr. Amer./Black,23,23,100%,80
2009,4370000,,89,Hispanic/Latino,7,7,100%,110
2009,4380000,4380505,5,All Students,20,20,100%,10
2009,4380000,4380505,11,Female,7,7,100%,20
2009,4380000,4380505,10,Male,13,13,100%,30
2009,4380000,4380505,12,High needs,18,18,100%,40
2009,4380000,4380505,9,Low income,15,15,100%,60
2009,4380000,4380505,99,Students w/disabilities,8,8,100%,70
